,Class,Text,text_message,word_tokens,stemmed,final_text,labels
4192,ham,Ok i'm coming home now.,ok im coming home now,"['ok', 'im', 'coming', 'home', 'now']","['ok', 'im', 'come', 'home', 'now']",ok im come home now,0
4193,ham,Can not use foreign stamps in this country.,can not use foreign stamps in this country,"['can', 'not', 'use', 'foreign', 'stamps', 'in', 'this', 'country']","['can', 'not', 'use', 'foreign', 'stamp', 'in', 'thi', 'countri']",can not use foreign stamp in thi countri,0
4194,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optoutn9dx,"['double', 'mins', 'and', 'txts', '4', '6months', 'free', 'bluetooth', 'on', 'orange', 'available', 'on', 'sony', 'nokia', 'motorola', 'phones', 'call', 'mobileupd8', 'on', '08000839402', 'or', 'call2optoutn9dx']","['doubl', 'min', 'and', 'txt', '4', '6month', 'free', 'bluetooth', 'on', 'orang', 'avail', 'on', 'soni', 'nokia', 'motorola', 'phone', 'call', 'mobileupd8', 'on', '08000839402', 'or', 'call2optoutn9dx']",doubl min and txt 6month free bluetooth on orang avail on soni nokia motorola phone call mobileupd8 on 08000839402 or call2optoutn9dx,1
4195,ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",sorry its a lot of friendofafriend stuff im just now about to talk to the actual guy who wants to buy,"['sorry', 'its', 'a', 'lot', 'of', 'friendofafriend', 'stuff', 'im', 'just', 'now', 'about', 'to', 'talk', 'to', 'the', 'actual', 'guy', 'who', 'wants', 'to', 'buy']","['sorri', 'it', 'a', 'lot', 'of', 'friendofafriend', 'stuff', 'im', 'just', 'now', 'about', 'to', 'talk', 'to', 'the', 'actual', 'guy', 'who', 'want', 'to', 'buy']",sorri it lot of friendofafriend stuff im just now about to talk to the actual guy who want to buy,0
4196,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16,"['free', 'for', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nokia', 'to', '8007', 'get', 'txting', 'and', 'tell', 'ur', 'mates', 'wwwgetzedcouk', 'pobox', '36504', 'w45wq', 'norm150ptone', '16']","['free', 'for', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'just', 'txt', 'nokia', 'to', '8007', 'get', 'txting', 'and', 'tell', 'ur', 'mate', 'wwwgetzedcouk', 'pobox', '36504', 'w45wq', 'norm150pton', '16']",free for 1st week no1 nokia tone ur mob everi week just txt nokia to 8007 get txting and tell ur mate wwwgetzedcouk pobox 36504 w45wq norm150pton 16,1
4197,spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want to funk up ur fone with a weekly new tone reply tones2u 2 this text wwwringtonescouk the original n best tones 3gbp network operator rates apply,"['want', 'to', 'funk', 'up', 'ur', 'fone', 'with', 'a', 'weekly', 'new', 'tone', 'reply', 'tones2u', '2', 'this', 'text', 'wwwringtonescouk', 'the', 'original', 'n', 'best', 'tones', '3gbp', 'network', 'operator', 'rates', 'apply']","['want', 'to', 'funk', 'up', 'ur', 'fone', 'with', 'a', 'weekli', 'new', 'tone', 'repli', 'tones2u', '2', 'thi', 'text', 'wwwringtonescouk', 'the', 'origin', 'n', 'best', 'tone', '3gbp', 'network', 'oper', 'rate', 'appli']",want to funk up ur fone with weekli new tone repli tones2u thi text wwwringtonescouk the origin best tone 3gbp network oper rate appli,1
4198,spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost Ã¥Â£1.50. 2 cancel send STOP",cmon babe make me horny turn me on txt me your fantasy now babe  im hot sticky and need you now all replies cost ã¥â£150 2 cancel send stop,"['cmon', 'babe', 'make', 'me', 'horny', 'turn', 'me', 'on', 'txt', 'me', 'your', 'fantasy', 'now', 'babe', '', 'im', 'hot', 'sticky', 'and', 'need', 'you', 'now', 'all', 'replies', 'cost', 'ã¥â£150', '2', 'cancel', 'send', 'stop']","['cmon', 'babe', 'make', 'me', 'horni', 'turn', 'me', 'on', 'txt', 'me', 'your', 'fantasi', 'now', 'babe', '', 'im', 'hot', 'sticki', 'and', 'need', 'you', 'now', 'all', 'repli', 'cost', 'ã¥â£150', '2', 'cancel', 'send', 'stop']",cmon babe make me horni turn me on txt me your fantasi now babe im hot sticki and need you now all repli cost ã¥â£150 cancel send stop,1
4199,ham,I will come tomorrow di,i will come tomorrow di,"['i', 'will', 'come', 'tomorrow', 'di']","['i', 'will', 'come', 'tomorrow', 'di']",will come tomorrow di,0
4200,ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,wylie update my weed dealer carlos went to freedom and had a class with lunsford,"['wylie', 'update', 'my', 'weed', 'dealer', 'carlos', 'went', 'to', 'freedom', 'and', 'had', 'a', 'class', 'with', 'lunsford']","['wyli', 'updat', 'my', 'weed', 'dealer', 'carlo', 'went', 'to', 'freedom', 'and', 'had', 'a', 'class', 'with', 'lunsford']",wyli updat my weed dealer carlo went to freedom and had class with lunsford,0
4201,ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,are you happy baby  are you alright  did you take that job  i hope your fine i send you a kiss to make you smile from across the sea  kiss kiss,"['are', 'you', 'happy', 'baby', '', 'are', 'you', 'alright', '', 'did', 'you', 'take', 'that', 'job', '', 'i', 'hope', 'your', 'fine', 'i', 'send', 'you', 'a', 'kiss', 'to', 'make', 'you', 'smile', 'from', 'across', 'the', 'sea', '', 'kiss', 'kiss']","['are', 'you', 'happi', 'babi', '', 'are', 'you', 'alright', '', 'did', 'you', 'take', 'that', 'job', '', 'i', 'hope', 'your', 'fine', 'i', 'send', 'you', 'a', 'kiss', 'to', 'make', 'you', 'smile', 'from', 'across', 'the', 'sea', '', 'kiss', 'kiss']",are you happi babi are you alright did you take that job hope your fine send you kiss to make you smile from across the sea kiss kiss,0
4202,ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ã_ not interested.,c movie is juz last minute decision mah juz watch 2 lar but i tot ã not interested,"['c', 'movie', 'is', 'juz', 'last', 'minute', 'decision', 'mah', 'juz', 'watch', '2', 'lar', 'but', 'i', 'tot', 'ã\x8c', 'not', 'interested']","['c', 'movi', 'is', 'juz', 'last', 'minut', 'decis', 'mah', 'juz', 'watch', '2', 'lar', 'but', 'i', 'tot', 'ã\x8c', 'not', 'interest']",movi is juz last minut decis mah juz watch lar but tot ã not interest,0
4203,ham,How are you enjoying this semester? Take care brother.,how are you enjoying this semester take care brother,"['how', 'are', 'you', 'enjoying', 'this', 'semester', 'take', 'care', 'brother']","['how', 'are', 'you', 'enjoy', 'thi', 'semest', 'take', 'care', 'brother']",how are you enjoy thi semest take care brother,0
4204,spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,important information 4 orange user 0796xxxxxx today is ur lucky day2 find out why log onto httpwwwurawinnercom theres a fantastic prizeawaiting you,"['important', 'information', '4', 'orange', 'user', '0796xxxxxx', 'today', 'is', 'ur', 'lucky', 'day2', 'find', 'out', 'why', 'log', 'onto', 'httpwwwurawinnercom', 'theres', 'a', 'fantastic', 'prizeawaiting', 'you']","['import', 'inform', '4', 'orang', 'user', '0796xxxxxx', 'today', 'is', 'ur', 'lucki', 'day2', 'find', 'out', 'whi', 'log', 'onto', 'httpwwwurawinnercom', 'there', 'a', 'fantast', 'prizeawait', 'you']",import inform orang user 0796xxxxxx today is ur lucki day2 find out whi log onto httpwwwurawinnercom there fantast prizeawait you,1
4205,ham,"Get the door, I'm here",get the door im here,"['get', 'the', 'door', 'im', 'here']","['get', 'the', 'door', 'im', 'here']",get the door im here,0
4206,ham,"Lets use it next week, princess :)",lets use it next week princess ,"['lets', 'use', 'it', 'next', 'week', 'princess', '']","['let', 'use', 'it', 'next', 'week', 'princess', '']",let use it next week princess,0
4207,ham,Or i go home first lar Ã_ wait 4 me lor.. I put down my stuff first..,or i go home first lar ã wait 4 me lor i put down my stuff first,"['or', 'i', 'go', 'home', 'first', 'lar', 'ã\x8c', 'wait', '4', 'me', 'lor', 'i', 'put', 'down', 'my', 'stuff', 'first']","['or', 'i', 'go', 'home', 'first', 'lar', 'ã\x8c', 'wait', '4', 'me', 'lor', 'i', 'put', 'down', 'my', 'stuff', 'first']",or go home first lar ã wait me lor put down my stuff first,0
4208,ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,i want kfc its tuesday only buy 2 meals only 2 no gravy only 2 mark 2,"['i', 'want', 'kfc', 'its', 'tuesday', 'only', 'buy', '2', 'meals', 'only', '2', 'no', 'gravy', 'only', '2', 'mark', '2']","['i', 'want', 'kfc', 'it', 'tuesday', 'onli', 'buy', '2', 'meal', 'onli', '2', 'no', 'gravi', 'onli', '2', 'mark', '2']",want kfc it tuesday onli buy meal onli no gravi onli mark,0
4209,ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),no dahe is stupid daalways sending like thisdon believe any of those messagepandy is a mental,"['no', 'dahe', 'is', 'stupid', 'daalways', 'sending', 'like', 'thisdon', 'believe', 'any', 'of', 'those', 'messagepandy', 'is', 'a', 'mental']","['no', 'dahe', 'is', 'stupid', 'daalway', 'send', 'like', 'thisdon', 'believ', 'ani', 'of', 'those', 'messagepandi', 'is', 'a', 'mental']",no dahe is stupid daalway send like thisdon believ ani of those messagepandi is mental,0
4210,ham,Oi when you gonna ring,oi when you gonna ring,"['oi', 'when', 'you', 'gonna', 'ring']","['oi', 'when', 'you', 'gonna', 'ring']",oi when you gonna ring,0
4211,spam,Missed call alert. These numbers called but left no message. 07008009200,missed call alert these numbers called but left no message 07008009200,"['missed', 'call', 'alert', 'these', 'numbers', 'called', 'but', 'left', 'no', 'message', '07008009200']","['miss', 'call', 'alert', 'these', 'number', 'call', 'but', 'left', 'no', 'messag', '07008009200']",miss call alert these number call but left no messag 07008009200,1
4212,ham,I attended but nothing is there.,i attended but nothing is there,"['i', 'attended', 'but', 'nothing', 'is', 'there']","['i', 'attend', 'but', 'noth', 'is', 'there']",attend but noth is there,0
4213,ham,Ard 530 like dat lor. We juz meet in mrt station then Ã_ dun haf to come out.,ard 530 like dat lor we juz meet in mrt station then ã dun haf to come out,"['ard', '530', 'like', 'dat', 'lor', 'we', 'juz', 'meet', 'in', 'mrt', 'station', 'then', 'ã\x8c', 'dun', 'haf', 'to', 'come', 'out']","['ard', '530', 'like', 'dat', 'lor', 'we', 'juz', 'meet', 'in', 'mrt', 'station', 'then', 'ã\x8c', 'dun', 'haf', 'to', 'come', 'out']",ard 530 like dat lor we juz meet in mrt station then ã dun haf to come out,0
4214,ham,No dear i was sleeping :-P,no dear i was sleeping p,"['no', 'dear', 'i', 'was', 'sleeping', 'p']","['no', 'dear', 'i', 'wa', 'sleep', 'p']",no dear wa sleep,0
4215,ham,Er mw im filled tuth is aight,er mw im filled tuth is aight,"['er', 'mw', 'im', 'filled', 'tuth', 'is', 'aight']","['er', 'mw', 'im', 'fill', 'tuth', 'is', 'aight']",er mw im fill tuth is aight,0
4216,ham,Will be office around 4 pm. Now i am going hospital.,will be office around 4 pm now i am going hospital,"['will', 'be', 'office', 'around', '4', 'pm', 'now', 'i', 'am', 'going', 'hospital']","['will', 'be', 'offic', 'around', '4', 'pm', 'now', 'i', 'am', 'go', 'hospit']",will be offic around pm now am go hospit,0
4217,ham,Actually i'm waiting for 2 weeks when they start putting ad.,actually im waiting for 2 weeks when they start putting ad,"['actually', 'im', 'waiting', 'for', '2', 'weeks', 'when', 'they', 'start', 'putting', 'ad']","['actual', 'im', 'wait', 'for', '2', 'week', 'when', 'they', 'start', 'put', 'ad']",actual im wait for week when they start put ad,0
4218,ham,Anything lor if they all go then i go lor...,anything lor if they all go then i go lor,"['anything', 'lor', 'if', 'they', 'all', 'go', 'then', 'i', 'go', 'lor']","['anyth', 'lor', 'if', 'they', 'all', 'go', 'then', 'i', 'go', 'lor']",anyth lor if they all go then go lor,0
4219,ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,u free on sat rite u wan 2 watch infernal affairs wif me n darren n mayb xy,"['u', 'free', 'on', 'sat', 'rite', 'u', 'wan', '2', 'watch', 'infernal', 'affairs', 'wif', 'me', 'n', 'darren', 'n', 'mayb', 'xy']","['u', 'free', 'on', 'sat', 'rite', 'u', 'wan', '2', 'watch', 'infern', 'affair', 'wif', 'me', 'n', 'darren', 'n', 'mayb', 'xy']",free on sat rite wan watch infern affair wif me darren mayb xy,0
4220,ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",plz note if anyone calling from a mobile co amp asks u to type  ltgt  or  ltgt  do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,"['plz', 'note', 'if', 'anyone', 'calling', 'from', 'a', 'mobile', 'co', 'amp', 'asks', 'u', 'to', 'type', '', 'ltgt', '', 'or', '', 'ltgt', '', 'do', 'not', 'do', 'so', 'disconnect', 'the', 'callcoz', 'it', 'iz', 'an', 'attempt', 'of', 'terrorist', 'to', 'make', 'use', 'of', 'the', 'sim', 'card', 'no', 'itz', 'confirmd', 'by', 'nokia', 'n', 'motorola', 'n', 'has', 'been', 'verified', 'by', 'cnn', 'ibn']","['plz', 'note', 'if', 'anyon', 'call', 'from', 'a', 'mobil', 'co', 'amp', 'ask', 'u', 'to', 'type', '', 'ltgt', '', 'or', '', 'ltgt', '', 'do', 'not', 'do', 'so', 'disconnect', 'the', 'callcoz', 'it', 'iz', 'an', 'attempt', 'of', 'terrorist', 'to', 'make', 'use', 'of', 'the', 'sim', 'card', 'no', 'itz', 'confirmd', 'by', 'nokia', 'n', 'motorola', 'n', 'ha', 'been', 'verifi', 'by', 'cnn', 'ibn']",plz note if anyon call from mobil co amp ask to type ltgt or ltgt do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia motorola ha been verifi by cnn ibn,0
4221,ham,Yo you around? A friend of mine's lookin to pick up later tonight,yo you around a friend of mines lookin to pick up later tonight,"['yo', 'you', 'around', 'a', 'friend', 'of', 'mines', 'lookin', 'to', 'pick', 'up', 'later', 'tonight']","['yo', 'you', 'around', 'a', 'friend', 'of', 'mine', 'lookin', 'to', 'pick', 'up', 'later', 'tonight']",yo you around friend of mine lookin to pick up later tonight,0
4222,ham,Stupid auto correct on my phone,stupid auto correct on my phone,"['stupid', 'auto', 'correct', 'on', 'my', 'phone']","['stupid', 'auto', 'correct', 'on', 'my', 'phone']",stupid auto correct on my phone,0
4223,ham,Double eviction this week - Spiral and Michael and good riddance to them!,double eviction this week  spiral and michael and good riddance to them,"['double', 'eviction', 'this', 'week', '', 'spiral', 'and', 'michael', 'and', 'good', 'riddance', 'to', 'them']","['doubl', 'evict', 'thi', 'week', '', 'spiral', 'and', 'michael', 'and', 'good', 'riddanc', 'to', 'them']",doubl evict thi week spiral and michael and good riddanc to them,0
4224,ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",the world suffers a lot not because of the violence of bad people but because of the silence of good people gud night,"['the', 'world', 'suffers', 'a', 'lot', 'not', 'because', 'of', 'the', 'violence', 'of', 'bad', 'people', 'but', 'because', 'of', 'the', 'silence', 'of', 'good', 'people', 'gud', 'night']","['the', 'world', 'suffer', 'a', 'lot', 'not', 'becaus', 'of', 'the', 'violenc', 'of', 'bad', 'peopl', 'but', 'becaus', 'of', 'the', 'silenc', 'of', 'good', 'peopl', 'gud', 'night']",the world suffer lot not becaus of the violenc of bad peopl but becaus of the silenc of good peopl gud night,0
